rpm,wob,flow_rate,shock_g,vibration_rms,pulse_quality,battery_voltage,rop
172,37833,768,66.77367624409553,4.128182825001893,83.89879065656612,29.910651513958364,108.06564486371042
140,42030,300,36.8975144375248,1.6514947192711273,73.36373817405097,28.146080220515582,103.13549749944585
172,10704,791,16.869134938365377,8.190434667186633,68.27066690037171,27.385371172246288,95.11503356565237
61,17175,630,22.899602058430936,5.995223696829112,67.30004072967294,29.7232807135115,48.36895365482763
189,17696,364,68.04258407010828,5.044608524278602,82.37056912608634,26.84603826799052,59.6047467655165
113,44023,729,17.540418820062875,2.6499974220633478,64.17899268688922,28.612763084986277,132.49422577716214
146,33054,742,23.950469919349292,1.8356745853412608,92.86578216529719,28.35057138158219,125.20007554940281
188,26076,758,41.08697549424675,3.5086200366209828,69.09173403499969,28.38510723168341,108.0796390054228
206,19986,424,11.129556608434353,7.470138370127969,81.97163401279781,28.385663468116608,86.8408982290833
185,19440,555,23.078825165461033,4.705938357761473,65.01840833464821,25.052136651832498,100.9895907383405
189,12960,690,17.73029082400511,6.132048286470592,94.38516785919121,29.1215102213165,97.78261345485568
112,27462,621,85.86235154750644,1.7384099829668274,87.6834952515841,29.61476972933951,68.30228685385109
219,22821,442,21.279700271315576,2.1091873917647797,68.26087509507825,27.246746927625235,114.43764771261522
219,32258,627,78.25042536448346,1.1017524780423045,88.62963027200988,27.802418141323127,142.93253815869784
127,32353,545,14.757846257661713,7.059560054941587,63.316005341355066,26.623578327686204,107.00250683790867
182,28416,415,78.92221624571312,3.3800907023957807,90.88866725815794,28.925360561928514,86.4082306102916
204,27115,676,55.95187183324492,9.702339272498458,79.61387113363368,28.683006604928106,101.242088304516
97,29968,602,77.22500347409252,3.7761022929447594,64.80734662851037,28.692505068199956,78.129302230671
83,27731,389,78.72463852567539,4.2725623497941,82.0191302746245,28.674614230579376,57.198088254986516
128,27785,595,55.69175010672977,5.225408483029387,68.03465218956411,26.092719469058654,69.19538148040743
175,44397,341,83.00400303857704,3.872266739129736,86.9109072567369,25.562613942090813,113.53202608588863
157,18828,734,54.763104776192954,8.356988996894462,88.34478444829774,26.553771234291705,72.57665129941056
198,9541,334,65.5680316196619,8.885861289981843,90.43360214641024,27.8768963005273,34.81159673833743
203,18311,799,40.36684055935078,1.0993247128747856,95.79481991806361,26.997616850263164,95.43303047030626
156,35531,793,82.69575403003392,6.891954657052444,86.19758112598262,26.24622918134779,94.85572388351434
183,19588,788,75.05381580752227,7.174794519090839,79.67076444751598,25.11144383656621,100.21753676450645
129,17380,340,19.170614487438836,9.65282388938273,94.16902545056948,25.605665598281124,55.71101869396901
152,22818,640,53.99296726739939,4.333592775411881,95.99376299250233,25.526659486346503,82.29680988569609
62,35857,423,81.23032297239044,2.757519715129229,91.27013515623263,29.783196139035084,81.13098172734992
207,26711,356,72.41048196101083,5.685229625879654,97.69712749239778,28.89412481751455,93.88015492466731
206,10097,593,86.81698635621262,5.02800116120551,99.17735778162384,25.613759303858636,53.06870923402653
149,33393,755,24.660643390545555,8.125583190436519,70.05247050134749,27.33605319562945,109.63479902206026
206,27076,534,36.234068816090634,9.135778971119864,67.34778965589254,28.272430348326775,119.02148958231574
207,23738,395,48.11131048154116,1.7803722487278693,77.94369446751361,29.80516727361981,101.99680342131153
155,34317,691,24.77687945231752,8.619215307840179,99.87706884957517,26.344819580705703,112.99422191961013
111,44229,791,38.49384669104962,9.180737903993425,63.53893407063259,26.320233666265153,141.08970441916307
187,12044,757,50.69083237606826,9.317222904379216,88.47976018642126,27.84128825733487,70.27711505577034
98,10497,618,21.263832255113957,7.878788729660844,94.03342588083848,29.286889167922727,48.84019175144764
141,18751,642,26.81846458971935,7.678743048136702,99.85790579640161,26.39810589055686,71.70509063559649
163,34882,431,15.61161248374753,1.1340709750218063,84.78849886899576,25.62912620152109,110.79333031652251
188,27449,475,65.63741984028863,9.281724602408456,75.20377782142316,26.330650835262233,87.00482800576053
70,38402,351,35.731913755571306,4.1635469242789895,66.65975134375367,27.24533641456717,58.62372184423118
210,37543,337,23.722623020622013,1.3700970695565307,99.27048276900425,26.799766532046064,120.37056098833025
218,34362,777,48.12255268038096,4.7168137909586605,96.96813012739216,29.3060649469448,135.1378608545362
101,32315,788,10.801190983246052,7.595673699434944,92.18075297151057,29.714727339203876,125.19903318098176
158,32746,642,83.48956153706355,4.9775968146258665,97.75098702441483,26.892249347564796,102.19420242403831
66,15057,304,30.029739298367463,7.822099805249492,62.43417628991932,29.11710651737915,50.3882233589035
203,26061,512,80.34946959562828,5.584684842201122,85.2597137788977,25.343056511752426,86.56204750896066
149,39157,419,47.29770555259499,3.6948443331425684,70.99185186011212,27.768516573598696,132.46593873775697
171,16322,625,77.26279230540445,2.826211097381794,90.62368257250355,29.158518382231946,54.843849321048815
119,9276,668,26.000477467119783,4.7899296581832305,63.82866497797433,27.09311622298175,56.49277331813744
172,17306,508,19.89800119063401,1.3222310654254166,70.34879875010543,25.717169178990773,101.19549445213895
61,39017,516,77.20000327496041,4.802895144985666,94.01008178410703,26.420450367809735,82.45836847787305
188,32742,323,23.098530001595424,1.617580870881619,89.97787727889573,27.45953816487998,108.28564172280687
107,36600,641,68.4266046904643,8.893042369667189,99.68088108084731,29.217486729955883,94.09976156473058
199,22629,504,34.289622546068756,6.179329286627613,85.75934202687337,28.742986359451642,91.03137990773752
96,13245,700,68.59646674698871,6.814386666372337,72.1230085078225,25.41787769577556,43.15470173606524
219,36414,761,82.14993260900806,3.599775913992493,81.9153417815242,27.730786720706412,146.2089508749036
68,35098,525,88.43926665941991,3.0323896884959107,97.75865629098395,29.361753933976605,83.5762680173045
158,15588,517,35.58380556783384,7.371147242560659,86.07054258805823,27.8855511923286,77.47479861119535
206,5442,510,36.239695944446424,7.044089347196419,95.25995591614364,25.32468777998224,68.38545496922602
107,44744,325,88.41795762671264,2.104106107185685,60.915476049207605,29.115601571353146,82.71649685272176
190,42443,551,78.22989107533326,3.1477724479150373,74.78203904731929,29.53384848788697,114.26458660646034
207,16803,302,8.832817612467133,9.519182078231891,97.41228839591942,26.945944752847943,88.72382286612971
211,42145,301,53.743248829254235,3.7375968297839304,61.571584071732374,26.5506843771142,134.41694593534316
113,15599,391,20.40580558161726,1.232483592874435,80.76405888800444,27.71675316824246,78.73246022651517
179,12058,301,89.49106556792357,1.5740384574347361,73.86118077074468,29.920440377897897,41.031614278376125
211,22206,449,16.808456051532765,7.979453172549401,85.84816754231711,29.187321283342044,92.04551461175069
175,16894,370,52.54454706614366,7.814401161089545,66.48891150013439,29.055278961354542,67.5202128873197
134,7939,303,61.54186145248057,4.436445424904782,86.1320132585254,25.965717582211358,20.0
172,27149,796,84.65049564559479,2.3788069879999556,99.67366126218556,29.47582687715612,94.93526301038406
163,6031,337,77.0169564897559,5.482946952264223,70.84654763816148,27.779728664806534,41.937188307633406
143,15208,658,25.889155562861557,3.9869978969841875,78.4571178449915,29.58439327580553,77.01986989625355
171,5562,767,53.673035859862885,4.365715131074584,61.1879685771858,28.258553303933738,71.40902498729425
158,25951,369,86.05378642200007,3.3488681867916688,77.36194889700971,29.170835576626054,49.54222223264382
212,33351,500,67.5359320039197,1.5657212143851256,76.23969857580032,25.827628586490807,113.15806903374161
152,23680,607,63.50858961229097,8.120433491579803,82.58828864274368,28.532607317996455,66.79089924821601
205,26586,551,69.1665917388983,6.5639874234686735,70.27082251034145,26.28626068399559,74.76444014133641
187,14308,586,32.41302606396468,8.511716113926292,73.14616403271762,25.844510984909068,71.96316933770429
169,14609,709,66.98644289927508,5.528817796452333,84.39586754985993,27.869911645582803,70.64559409004596
141,34495,591,24.792653872987852,9.864879751945931,96.3389946425497,28.013705569005577,105.4728126628834
113,22675,453,41.388735527159035,9.662724184641448,69.40792597334396,27.45308903725601,66.5869469114532
127,33064,711,80.64394946102306,3.44605138386888,87.09832827257266,25.445204025501454,101.00835897532917
92,13720,432,6.612547451713896,4.48279231181132,80.95533664437825,26.223745120012616,66.30342574044708
201,19457,670,40.21708527144947,7.774384716736836,64.18436650808557,26.17725444046239,94.32764214063572
80,7939,373,27.67985017282006,7.989431157799982,82.61733073808433,26.568510300067718,34.68374353728227
107,43203,573,21.8801174019568,9.196292226162011,88.35231900605137,28.14032701665404,104.74969058678505
207,28365,570,76.27891082516355,6.873704502420281,83.93015570809523,27.18993634778092,83.36060942840977
187,10392,484,64.20237869182313,5.276088792218863,64.17656856519237,29.8419256081049,47.038473182605756
195,30905,652,14.57378123497595,4.398863946891874,94.18158336174847,25.079220223424926,130.8471769472367
194,12972,304,47.0293827526011,4.772606962573201,61.64014383958265,26.079517084916,71.98001973442564
204,35653,592,44.686990605304445,8.653646359516081,69.44018741266788,27.867036966299906,137.5582773280534
187,31329,659,17.114862492499725,9.820079592466552,84.62838716345608,29.396697463533425,124.90075172650195
92,24184,385,72.9798295842527,1.4671826642796848,68.72050591731218,25.169535803308143,42.87914046069103
174,19799,513,36.167287573606984,6.222201967363966,64.07194962634391,29.418055356155143,88.10740882541208
178,20052,705,69.76471088863353,5.680485748549076,80.47673062631232,27.536367319718543,91.20553141660861
81,11044,735,21.325322281988058,4.385280473632452,88.89840603309477,28.927416796176033,58.72051208927932
217,24871,314,31.78124423717575,8.664187987235568,76.43020530650847,29.743258832967385,90.81251462565862
97,28767,572,13.089530554726599,6.181687152054288,87.93844152095676,26.07702204233816,104.96099969125817
168,25234,350,17.195737928376698,3.8180445601017516,94.42616733271109,27.93954951714462,95.82576120471033
110,26381,552,80.0705966799823,4.996936345033902,98.35186563358292,29.418344711559936,69.33426865763774
67,22274,344,14.27457475577409,4.211232016454995,69.33059558931036,29.222053369603593,62.78272751841052
86,27304,490,13.137152619305171,4.870770469445006,84.2144445195041,27.604821942560292,99.12135565659688
86,22572,421,84.93207142111609,1.6413921130955917,70.6749592898358,29.747461330904578,36.12527964298933
80,43412,711,59.90179407116524,2.0072423459522954,94.83674067123488,28.54222267307311,112.74567790432016
89,30965,486,13.577858602125653,6.6132251497324885,95.61151472333631,27.62057144610851,88.2997209849157
156,23384,513,87.59592282061436,7.156615396567946,72.8864368027879,25.289511245849532,59.87750220534619
87,22855,448,17.503500892780256,6.72958373740268,85.81372985301147,27.436529269131047,61.1720834126001
170,22920,469,70.13938664926138,7.867678576574852,95.50701472703605,27.10950302709106,85.14060450518926
120,21702,508,7.9623657393648495,9.491806193299665,80.33454533016206,26.52626513429121,77.76978196591068
107,42921,752,58.08605277388398,8.745564762033897,88.81882573546996,29.71445706685108,106.6120919279632
206,6894,381,51.46982912874615,4.766586214341191,92.0342201516956,29.628500082115703,64.53386068094632
63,35985,700,22.680323886150596,2.957888232291478,94.87584384147263,26.686421882130837,109.13798538494231
94,33287,495,59.667422131235384,3.8066699044112617,80.6083034610345,27.178813960743184,67.99619301575066
108,12991,545,57.44950442007803,6.2896733915076295,97.67297498064691,28.759096741583832,28.544298556385066
76,20439,690,72.85989581443802,8.705875010118103,85.15812938724272,29.175285682919103,50.76045520122814
217,34084,644,79.44929498103785,7.315517111567924,66.06910248643513,25.55039301431069,117.18659307276714
105,32659,656,48.35891995555311,5.887117942921608,84.49827023712508,27.453974352520582,95.2610198065729
176,29976,339,46.67509144615371,6.41690523604031,71.93895377535135,29.57252277154661,78.31175015642287
65,43703,467,57.83564053029931,5.754350923554739,74.88341370955644,28.322940133969738,104.54493151270265
158,22107,342,66.98264508453411,9.744647601966669,92.3543809415091,27.714831789804673,51.4605809889257
183,7329,628,35.274549657559334,8.344823070300043,98.93389874829468,28.590222320830325,86.50246584363626
96,7770,510,47.89456008612942,8.031494938610338,94.79415789206139,28.30715821649134,32.192370829894806
83,9846,478,54.733855794969735,5.655960881773588,73.03214469493707,29.711244368723197,38.91335517686508
