current_northing,current_easting,current_tvd,offset_northing,offset_easting,offset_tvd,distance,collision_risk
15585.553804470548,11606.695640007809,11273.952761398052,15627.31602300561,11512.899961549005,11272.755541881153,102.67982045703629,1
26003.40105889054,47.15212637451671,8914.268298565305,26325.951880597462,-832.0377793617117,9624.967558664628,1175.6306227884738,0
27335.51396716398,37857.52901537196,15321.236447219542,27860.611503350847,36334.71037201153,14093.514053268755,2025.3410378708782,0
9242.722776276352,49260.36629555469,23204.543985648947,8484.097867403296,50031.19836085667,23298.516668673896,1085.5987704558634,0
48479.23138822793,40495.65601530452,5870.9315568675065,45975.01614231076,37755.50167680487,4520.317998557563,3950.1514883068826,0
38756.64116805573,23010.33090783077,20316.081760617755,38327.88979534994,22986.29254913478,21767.71258038039,1513.815582946164,0
46974.94707820946,45188.363069955325,16449.464558774176,49522.782920272446,46224.11511517362,17077.801874562516,2821.180171433011,0
44741.36752138244,20492.3836559175,13508.982331036339,44752.7550385159,20495.845274476345,13508.064989201504,11.937330754975852,1
29894.99894055426,26246.704212173376,19881.6088821012,30976.28924326255,25686.81578784405,20272.762779491106,1278.9312482976839,0
46093.71175115584,23856.48836978416,24316.488488832645,46035.0304626127,26690.23764871155,23375.668753266273,2986.4226499740053,0
4424.625102595975,22381.19363327625,9584.12422325382,4381.619552555656,22405.645231316972,9545.425536392799,62.808807867869035,1
9799.14312095726,38759.53846469529,7872.947301442393,9859.671239616304,38716.74848735807,7914.451217803889,84.95416636201605,1
2261.364445526903,26338.4453634746,23257.634904453942,2986.664159605581,27651.634946028527,23341.797090651868,1502.5344683422031,0
16266.516538163218,15835.856101260804,18379.061549146074,16617.737389147984,18440.256628483912,18389.735787425117,2627.99774195666,0
19433.8644844741,12907.908382923915,13759.720431239319,19494.507756756208,12847.208955338523,13805.303453298684,97.15883326975867,1
13567.451588694796,1887.3658483716692,16465.19140528566,16041.870330742968,4334.713023180098,16041.137459674339,3506.0059974036817,0
41436.87545759647,29159.7580941523,19912.27810352488,39779.96215612422,26949.941053257742,18880.61393997004,2948.386675656193,0
17837.666334679463,11498.07077005171,20460.637974114346,20169.784302481552,12509.846068570956,20062.030779052973,2573.1986255230568,0
14046.725484369039,7406.696100819155,23397.88361637929,15177.550778543733,7986.819505375632,23725.19582721418,1312.4184903532496,0
27134.804157912422,32691.498191383882,13536.855777912453,24901.282678833995,30020.48256754049,13498.90691316786,3482.0084400609358,0
7046.211248738132,34060.46289107744,10868.2182003879,6277.639361208532,32967.78550547272,11078.350929445181,1352.3321999914972,0
40109.849037701984,37607.744612883296,17793.285335796838,39727.64239708897,37815.21570927747,18009.339005287406,485.5979407576083,0
3727.532183988541,25178.844816929573,13314.557985590607,1225.1339483536703,25467.771882956844,12548.582347173138,2632.9060860275076,0
49344.34683002587,44702.73026019433,16891.969078979557,49669.542088730515,46587.196137923595,15724.894677672695,2240.3183387178883,0
38612.23846483287,46817.13766991139,13399.715969119005,37168.42209641658,47342.96255464195,13464.97018437245,1537.9712701208248,0
9935.78407670862,40368.54698962447,8059.91573356349,9684.550420591351,40167.585914490206,9237.032231154011,1220.289700269958,0
276.10585618012,31779.67410040936,14388.535033179169,-91.2863408821496,33291.43050484333,15874.632910665845,2151.481200075839,0
40773.071422741705,15186.047679559433,18818.356438820658,40903.116438853875,15611.387492257913,19676.055105826188,966.1638918242886,0
35342.86719238086,49147.24608101106,20985.676153352997,37420.11075194458,51449.78568337836,20149.02655214084,3211.9483154974946,0
36450.358402049365,13706.808359596916,14866.525535930938,38134.92559791753,16139.603227945307,15257.495620185147,2984.8140839320513,0
38563.517334297285,10132.846099521554,8304.757804208019,40801.52576008083,10759.17291829981,7521.357041267583,2452.485219766819,0
3702.232586704518,22107.705689329137,13293.754192988632,3799.0982960394012,22007.978762296927,13304.576199546755,139.44727120378502,1
17923.286427213632,2842.028535619423,20725.878576833966,17909.361982254657,2812.2070155097176,20744.75724344089,37.94228883349688,1
5793.452976256485,48924.72323358954,13257.185412341456,5737.6646723313415,48942.7018023599,13291.261171140442,67.7991233542261,1
43155.17129377968,29421.67782082124,18930.615872084447,43114.90246317349,29354.834670919005,18937.470438114568,78.33626543756259,1
31164.906341377897,27847.604583208762,15144.273633561796,31598.990824317683,28233.618151911956,15373.630550019987,624.5321518379076,0
16544.90124263246,32789.813994986,9824.462502187933,17239.731773041018,33997.4946517326,9766.52663108571,1394.502993839785,0
3177.9175143011817,24851.182388860332,20923.010160461487,3107.4402233073797,24844.66044457665,20937.215149850068,72.18979170626693,1
15549.116085783111,1603.1758547270792,6684.26908141374,15508.903013498977,1535.2471594117433,6640.511374284285,90.25594585953834,1
16259.166101337352,30615.564442019837,15497.805655103011,16243.59039742174,30530.431018029205,15465.194012538399,92.48687292582417,1
36480.3089169032,35808.69384782153,9177.820684868098,36480.29470286674,35785.91905645627,9219.999719619977,47.934979882860816,1
31877.873567760656,20837.453031202658,6341.312570827513,31460.792310409375,22190.528733352585,5985.979654408846,1459.8055050152532,0
44360.63712881633,37864.778603559644,15058.678741664977,44432.04160381817,37836.31884202573,15097.177602232054,85.96929301686443,1
23610.746258097464,11350.06496692103,14991.243118698472,23627.025084458433,11376.888464770822,14948.678106854226,52.87986817201011,1
5979.712296915085,11063.8295533092,19138.018033514418,6019.993150886106,10995.801188435746,19186.01877126983,92.49041274129262,1
35662.239361149754,8070.849384378697,19895.013861038096,36965.55393168661,9433.8616593671,20319.93165256095,1933.1286716345076,0
38039.25243084487,18599.73798945809,19555.829773857935,36268.624258227646,19323.976983826313,20628.96565880623,2193.460023386126,0
28063.85987847481,42350.60176945418,13191.174658335101,28007.914391907783,42357.799064056686,13145.43425246072,72.6215067756775,1
38548.35899772805,41395.603107453215,17633.79574453125,38399.46094813639,42972.48475463614,17146.22525771876,1657.2420879295544,0
24689.779818219537,19141.21039817519,16538.904852879205,24648.62900903574,19116.5282832713,16524.428911553667,50.1213404636246,1
26136.641469099704,29455.93679901183,13431.235122338392,27421.68029341317,27320.63030146916,13389.998476761335,2492.500567578538,0
21377.05091792748,36040.81582374578,16944.253883719866,23044.324385783526,37969.65827814424,16811.728510065303,2552.997650834969,0
1270.9563372047594,12060.338731401149,23944.95753412525,-241.3450437230813,10922.933199431898,23192.62945870471,2036.3556526246791,0
5394.571349665222,8407.054294737354,8857.874873627547,3483.863563579165,10721.180790479571,8621.209550792408,3010.3149597905362,0
1571.4592843367125,48604.79966061555,23115.441915710526,302.66356806658905,46395.75714090582,21680.195448179136,2923.9774017718146,0
31820.52056318902,30877.865660480926,6069.110279663967,34341.45406942579,27899.484293785717,6121.406344106383,3902.3833982196816,0
15717.799053816334,49070.78609168319,11167.784258033214,13492.521674237958,46164.82182219574,11830.162504086258,3719.574262257071,0
25428.53455823514,16887.799356611456,10762.904972230564,25501.921099149044,16974.34066964034,10741.09179384155,115.54565331288842,1
45378.32369630465,35151.584998706574,17527.302157618113,48096.89464485726,33412.54442951003,17130.13641990113,3251.5581998238854,0
12464.611457443747,11130.181827061886,7624.499035545807,12550.917450280618,11115.407154816192,7656.243244558947,93.13812401694405,1
20519.146151781486,13060.008563695646,22646.952236795074,23488.02178762832,10742.656308085618,23386.674776550226,3838.167981410877,0
37777.55692715244,25595.1060634812,21571.028169300826,39478.22278886036,25918.58287360409,22322.996514302,1887.4209948365628,0
11439.908274581123,15980.906275403562,18041.316393705558,11366.596229036366,15955.086225502204,18075.29435009986,84.82825307406834,1
3848.9954914396494,8381.078192029223,14168.276635843955,5411.530772784799,8071.563001107425,15620.622724096822,2155.603237825349,0
14487.572645688402,13144.0350994663,23659.120842841567,17207.291829292375,13780.351689672594,23796.953271739632,2796.5637877744116,0
8061.064362700221,1787.419723293232,21614.931094411117,6804.276339938049,-56.63784726099061,21327.12340703243,2250.0883810621876,0
46484.88261712866,35221.18107387433,14986.302961624897,44258.77585123142,36744.21514365575,15404.875935358863,2729.539786342911,0
40406.01897822085,24605.83285429308,19037.467089086225,42344.62122799549,25268.64646207283,19417.195935927517,2083.6733329897806,0
31670.187825521174,4712.153320226281,16338.599043593691,31625.853530830096,4659.094764698371,16359.158792163827,72.13489628280351,1
43573.02950938589,8584.69965642456,16758.84476776529,43600.055490289196,8548.970119386162,16741.21794207098,48.142584525780286,1
40183.60384495572,5126.726905632201,11619.521388749425,38209.184142355414,3453.892719171561,13081.547948943611,2972.243099095525,0
9328.502944301792,30629.640413793823,14241.692092497935,9312.405651328985,30573.950896454786,14219.017147169043,62.246271600598625,1
44627.94992449889,4710.51818062469,6562.4286157948845,41900.409412749505,4104.068058295498,7185.5102993204755,2862.7765854939294,0
26967.112095782537,37714.11665176081,12146.97383329185,25145.88102092917,39023.349495614166,11566.715216120208,2316.8239748064266,0
40372.00775820313,1025.5459660195588,18916.57030724304,39999.447273547376,2107.770006471935,17979.09987618615,1479.4799753852678,0
44804.56499617466,12468.789399794605,24064.320610123727,44760.52670213548,12536.435187436566,24066.168470290337,80.73870518393151,1
15900.173748593194,44533.33379459536,24261.282255260405,15826.766730722486,44585.864564257005,24297.956440841685,97.43237614861525,1
5502.596226383838,35926.5659061123,16114.457382497832,5473.20980627406,36300.595998025114,16992.63592870964,954.96577444946,0
11396.758127097084,3648.416646284386,17132.44503619164,11418.045832256947,3726.6746502632022,17102.69396010341,86.38638843087053,1
21355.389431312815,41056.30522425899,8714.42371001935,18730.39962157355,43930.41272927252,7753.702469568461,4009.245658906866,0
40900.738296124655,24651.75607701024,18906.162161870612,40561.10445413019,22442.691656293464,19288.48987913841,2267.485665863374,0
43036.52916281717,42339.151358441464,6413.175853487724,43662.37473408984,42268.82568681008,5310.124593969095,1270.1773341930082,0
347.60652655953515,30036.98872251967,10693.713715988892,2938.4453921778713,30781.19747497269,11349.829974982098,2774.3073442107006,0
25537.365128878286,34091.65160164294,18367.266945708845,23901.282595938137,37055.807277441156,19215.951326234917,3490.4512749367477,0
20870.55015743895,49675.078019785404,11206.202630869786,19136.37250429894,49930.62098695974,12677.82234689741,2288.7417786468795,0
11105.390523536513,11616.77729620091,5996.937482289087,10441.940988528517,11270.999970183606,7359.5884635435505,1554.5240240677388,0
5993.26836668414,31197.278738069417,21637.408187019275,6049.544129406119,31218.421338485998,21662.121266069742,64.9977484107742,1
16880.7585701814,23016.06950286992,11206.60014269126,19782.685695002358,25549.820605836598,11848.021176311036,3905.4444858333804,0
47145.48519562596,1972.5976461345717,6262.104497173568,47190.62451637692,2071.755399623395,6236.040483696154,112.02299386000716,1
16160.14660103776,723.5320751432516,6495.7632900573035,16199.664536414446,743.4586836128665,6475.123676351854,48.83370347871839,1
25939.531087168303,5961.428890892934,10035.175975775073,24956.87977195421,5999.727133928862,9367.76598890128,1188.489147317091,0
35150.94794475889,32454.587026927406,8560.318944430524,35223.06892530104,32527.8932931892,8546.816536581828,103.718655628192,1
18181.4801189647,28358.15439566961,20486.002355603017,15444.68720046946,30993.519921361374,19117.156731048093,4038.431041455763,0
48589.10413604803,27671.47805818637,11433.680933340689,47182.79326362234,29173.933637279973,11599.405473882653,2064.5938245548546,0
48122.36474710556,1592.8381264130044,21093.91570079665,48472.17425480656,-399.82341303063504,21891.856938051198,2174.80503047221,0
12589.114791268208,23465.14981800035,8476.919956463056,12671.891305741916,23478.92258931939,8473.308923242346,83.99214331795312,1
24862.425294619272,46231.14089212643,14857.583590881675,24337.68764854032,44235.93487820385,13389.454849006452,2532.1134725611005,0
15043.915490838483,19879.59346553233,18760.742671062573,16689.253836833654,18787.43607651013,18835.1464978737,1976.2292287692871,0
14242.024718873381,31246.12348942282,18039.817077317097,14885.654242690234,28652.119571691088,19188.48079123846,2909.0451383256145,0
1844.3473677266397,38990.933781157175,17022.588198605376,2201.0906095921114,39246.17887738925,17434.241735048894,601.5600001942131,0
30478.216698994842,39196.26395709438,23496.432038623396,29416.18040810348,41354.71805935993,24047.77510913027,2467.9595572361454,0
25133.951161443074,25964.00411976357,9570.502954134889,25062.80834841429,25942.31374572697,9558.529157691763,75.33355144128866,1
2573.9375624994677,42897.597270116814,14874.384089242107,2885.0138102883816,42297.745040918,14797.380635282572,680.0887153415442,0
13932.323211830571,19568.904668187348,22679.851001448176,14625.86752767134,20458.804501153336,24009.301025029727,1743.6636131860175,0
45413.29429833269,44434.66073923992,6557.875311903141,43488.522857380885,47323.55458797957,6181.817037119944,3491.6862108761125,0
11978.094533348622,12011.358319777266,6117.765365061505,13393.30205059575,10173.764365020335,5755.056152124011,2347.5778650732195,0
7244.743604561155,14010.820349528552,9666.045751165828,6602.341572186011,13159.215127556698,9719.25893734091,1068.05592946828,0
24472.63801387815,2656.0312099500547,17660.42439076037,25926.292274442796,-194.0299924598985,17918.22095815766,3209.738094751976,0
49282.522705530035,39779.09182711414,10197.592528996138,47348.78619054703,38170.45577502114,10309.867869309392,2517.866678264448,0
12102.76357557502,20852.76181163528,8804.79767617598,13041.888247133806,22529.278776885367,9760.692369021617,2146.2523028088326,0
33606.77737029393,11455.830695569952,14176.046307165841,30768.076842807288,12395.372049956268,15179.585269920735,3154.052804111273,0
38080.98076643588,11589.513880828983,17271.96137538823,38125.67383868126,11510.01982259319,17252.11128778772,93.33167725522684,1
11881.877199619983,45069.99706146166,9971.15414033481,9835.671951102897,46772.846894324095,8866.150063294144,2882.305931474829,0
36410.81743059298,41695.83002305184,11013.823734474841,38757.54280581045,41247.7111625819,11302.315266948539,2406.4824670268204,0
18389.15663596266,27676.544267859164,17271.186096230278,18157.98837133119,29090.345378994065,18722.883734151947,2039.5338635007647,0
31615.291529678972,30805.540020786055,23914.768439789055,31662.46853412088,31402.882538098038,24213.743239647825,669.6489256971298,0
31676.485538044733,23716.27852751455,18494.834548761763,31691.439116929145,23640.89000636726,18541.801595930334,90.07187220194078,1
26788.734203737924,19583.32714394044,20658.0828716912,29234.201122716542,18553.836934830804,21222.57517203932,2712.712682836812,0
4514.488502720415,45773.84406091658,12336.201895109374,4424.088942922166,45248.266487090485,13420.310840057857,1208.1788241141917,0
41765.1247794619,6280.635176015104,10445.087187689322,42692.65609401182,6528.618012662375,11544.892840544817,1459.925443574171,0
16039.003248586792,20922.339485811397,14085.354864052451,14370.733681132828,23660.948225950728,12636.92714446768,3518.6707774559004,0
9325.925519992712,17228.095399393766,21142.65657423347,9338.553151364766,17253.749124202688,21154.25189873386,30.854857330891832,1
2038.757077738196,24907.53601255742,14125.992835811116,-471.8040530363644,27495.70860616992,13344.29023422265,3689.527547398592,0
29544.647159412092,22881.593727258754,21934.508175797222,28664.757750920326,25800.45822817885,23023.142811298123,3237.1439133161334,0
33878.21809211412,25944.47658255407,24775.43961390254,35670.29489372641,23042.946937178676,25276.741627062365,3446.9866919190863,0
829.3914463928076,6995.948861349704,6440.533314606727,510.4153084893495,8299.02786840416,6835.650680516218,1398.5272282015421,0
25604.65291496405,25657.075075663855,5908.203121674074,25538.559743227077,25671.173555708476,5947.805254602958,78.32881604070292,1
11324.788759896897,12120.940694360543,7991.794058267236,9333.69094397534,14488.873402171603,9071.626483143722,3276.8298532428635,0
32258.639520472494,9216.567449409562,12687.393514686924,32529.227694836616,10652.281203052287,13607.04380220684,1726.3396519341304,0
8718.321450249572,3241.710939309561,7620.844182908648,7301.363614736402,2740.1158099159466,8374.895994894838,1681.6543392187411,0
34546.8869051233,38132.62793780705,22413.28955237512,37226.89374690237,39481.37835199394,21055.348017402997,3293.26123533412,0
19336.76731502687,21372.096042827998,5462.925020541276,19801.243158991896,21036.89574794044,6307.8896228388785,1020.8144916955636,0
46836.499436836726,31332.184165587918,11315.85432671645,46904.66483275404,31420.563220003514,11267.005791355443,121.8341408098504,1
6876.047207299663,36379.667165237166,8693.892589884106,9773.821763749625,37664.84099521105,7795.720499131627,3294.765888172513,0
17053.317552512926,33965.83326567768,23630.786603150646,14311.754267406934,35647.93821195509,22208.81288258332,3516.7677714793986,0
5673.6760620294535,23525.035954484112,18389.620097800558,2743.0336033400245,25584.18979360254,18365.289708544962,3581.8112347903984,0
46234.68091392814,19394.92644758649,23240.605129027488,46229.13460615681,19441.048815844228,23278.10295446214,59.700262109343335,1
43866.96766904905,18797.995482033188,24446.574206207868,43729.54114527833,20166.141916027285,25773.654580593266,1910.982217176643,0
12897.08138575778,32002.439846502817,14941.964873547384,15069.0783077304,29962.55289435487,16101.324407050657,3197.31511342359,0
32999.20230170895,24739.71774709367,9686.382160960526,33145.64398540767,27357.384790177588,11132.55385226081,2994.1674094630284,0
40861.110010060795,42456.61239942553,8874.575723931786,40864.86438138982,42376.90284042876,8852.805506770088,82.71427600362367,1
27760.040579973116,43735.099216335606,9458.37723371681,30017.160497771372,42015.43844082194,8697.973653357594,2937.6924807040273,0
26482.528917800326,8528.018900325924,19171.86615244006,26429.312166648953,8585.402006753175,19127.705905100076,89.86084214760524,1
12092.614545022585,6811.682577286282,5808.914562460015,9876.01094374424,5957.094723096796,6395.093272700431,2446.887289203864,0
4655.13839029496,31520.046301799975,6027.2214606542975,5851.102099304036,31094.695999134918,4694.760299621588,1840.3001980396123,0
44860.787897666334,15061.28740311397,17162.858847663003,45820.05198052043,16335.766031827534,18073.21725080287,1836.637083876095,0
45020.902858166526,928.535938254943,17841.14293474813,44967.85100830313,1005.3367802525063,17802.477250659816,101.03416863358918,1
31655.072863663398,44432.13346814775,18305.258486449202,31924.85575196315,45639.55256876511,18376.55088258732,1239.244244328816,0
16951.489552435032,11345.038362190413,12437.610091771825,16382.118316357622,14115.385176649434,13926.468327444332,3196.2014834464694,0
17460.478730633044,46464.03258429046,21118.89777428306,18342.8887801577,44595.10521316451,20338.8811452484,2209.063818819284,0
36297.78394351197,35871.722543912685,15672.491754532351,36598.337631303686,35576.09983338919,16526.436467640335,952.3375868186318,0
44855.51299762885,38132.67449557422,7109.312600188388,43491.26683441923,36355.06945739752,6122.179676597013,2448.5666571325796,0
44354.32121325586,10073.074789658021,20941.986141346904,41982.013771532715,11108.450567579272,20303.532362833575,2665.9836508986705,0
38993.77729288119,11709.721280840646,24061.355725409165,38944.91833205134,11767.06448131132,24022.943383490325,84.56328225230232,1
32101.582307714387,26063.387691203287,6200.726260047173,31421.474297640718,24341.572903657045,5587.4154306294895,1950.2162037733874,0
4206.998249752442,8604.992632493108,12827.0267740116,4281.614952252511,10812.35165787316,13060.627814668,2220.9392079511117,0
8081.4357047306885,15271.584634151613,14750.320896694953,8132.527956595206,18168.027860086237,14345.64964880339,2925.021811565389,0
44927.70942635396,16073.123897390224,7929.4152015663385,44481.203839211026,14974.165065243456,7745.560334914349,1200.366763158188,0
30321.452982979496,7981.496662638205,22354.178955657542,30403.022314857437,7902.017045064244,22342.226296977755,114.51389244206285,1
459.8525808314824,10259.141669758037,10682.99289780088,-576.0164052045432,11695.312994972028,10748.410870489059,1771.9740807215114,0
5073.577143301605,39427.592100412825,20660.170798763203,5113.170795950597,39432.720384693464,20687.638609105477,48.46067720070739,1
33175.08845540279,8359.79272736342,18419.889640566318,32278.052906662153,8556.597211388691,17088.54986396592,1617.3652591159678,0
253.07919231093433,1422.8695921961244,16960.916449340468,303.10507369457116,1333.8043933153633,17000.994747168144,109.73362482230853,1
8040.402570874932,31467.747131446922,8842.856973931088,6635.474271524198,30623.421925046463,9338.943952736578,1712.5451442283447,0
27436.689468329307,48799.1559696225,9414.070411018114,27916.139064611372,46946.51490169744,9861.871139287536,1965.3692615323398,0
34594.75988463466,16560.690731156068,5946.968094931386,36694.08454954802,17875.939297094817,7341.373624348073,2842.782021081699,0
32598.062975130026,5932.785159812614,9814.248595645327,32571.7222792768,6023.455304167403,9781.137784667388,100.05614993076179,1
11213.465473027989,28519.36626837654,11908.872189210282,13491.603751240906,26471.824623258093,10809.03372910954,3254.533060435865,0
35608.9610673768,45317.71055478231,21662.906077248506,38571.31080360043,44001.53564159374,20255.806429957025,3533.802736319467,0
11862.454374840003,39203.08899142394,12327.853334296105,11831.394405608244,39124.57472416033,12346.988480056614,86.57577984572121,1
16269.984907963386,31125.7934206358,20092.43565531213,13802.894532915547,33643.462637478646,18992.1162745051,3692.681402974174,0
37324.570255901206,15752.824830379968,13788.845625909751,35610.119830104704,15803.012287059228,13556.240177919191,1730.88542016987,0
32481.644952360733,27094.008663810997,20697.366239877767,33862.88678134641,29218.516287105544,19839.16664067116,2675.419253809526,0
42461.1705247089,4562.2420652127685,24525.432008740798,43332.61365868801,6167.506345205173,23674.385863265965,2015.0846349735384,0
32880.64461501717,33947.2712140335,9796.831161151602,30683.838945036154,33204.70482471133,10905.025167619257,2570.1077701494414,0
28415.43016677358,36254.80094488254,22246.832239277523,28335.378836219345,36336.920884763495,22283.234297586405,120.32044671907875,1
4683.738391404624,48251.58114549594,17436.481726115493,5469.846568624434,46559.72787381546,16907.974794736176,1938.982500102513,0
18385.790152971676,13019.867937253583,21345.885231773096,18308.30319041464,12997.280373675316,21345.80508029725,80.7120425895463,1
13260.118384086272,922.8209521511321,18031.718045356105,13306.042672279453,874.0460244116612,18043.16235969698,67.96327061563234,1
12199.482168954179,27280.42322135753,13478.990145483003,11638.253324375832,24879.887809710614,13229.381951270885,2477.8725409462477,0
48650.52773762228,35339.525219840725,9561.498788835808,51391.684647939204,38103.29227328561,10113.951292026963,3931.6095051477096,0
19654.88623333802,39520.3737941494,6400.7045066233,21786.343110278787,38468.581571053386,5920.530629088398,2424.8592230251716,0
44602.32775885567,9686.94665124053,15710.36728921434,42041.78143746281,10725.635001222918,15873.43652709824,2768.0069596609897,0
31556.931299863143,13087.643451851183,24806.52189053731,29096.869091382105,14469.43288720191,24875.15189059567,2822.4029106687613,0
39740.56517708242,25629.546263364817,19760.836100284127,39744.39588807611,25682.619011178183,19729.912324380584,61.54405595434,1
25131.854655259605,16530.040498500093,11546.910827980333,24634.195487326102,14716.13874330213,10831.466921954645,2012.4025958062696,0
28845.194231317957,43025.57432937225,21544.096001734706,25895.421230213644,44188.391813383154,22195.37864488365,3236.89269831925,0
24625.884690943196,23688.007686936013,20379.68000352813,22192.206173627143,20743.87425852159,21382.020780363273,3949.101138595895,0
9762.149389902224,39978.93220510015,10632.715867069135,9827.982502769319,39938.626973976905,10601.548721499148,83.24602914644404,1
36122.60576307527,29030.988024117687,5286.149795884694,38718.179696261584,28540.205215659033,6136.516422708033,2775.066703293769,0
14038.61812204279,38654.5070808556,7363.2527706789915,15793.209115114129,37756.949418883734,7049.121811296196,1995.714801562142,0
